service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
PRIV322-3-Wdy-01,1,1,1,1,1,0,0,20220719,20220826
PRIV322-6-Wdy-01,1,1,1,1,1,0,0,20220719,20220826
RTL322-3-Sa-01,1,1,1,1,1,0,0,20220719,20220826
RTL322-4-Sa-01,0,0,0,0,0,1,0,20220723,20220723
RTL322-4-Sa-01-OkGrvWln,0,0,0,0,0,1,0,20220730,20220827
RTL322-5-Su-01,0,0,0,0,0,0,1,20220724,20220724
RTL322-5-Su-01-OkGrvWln,0,0,0,0,0,0,1,20220731,20220821
RTL322-6-Sa-01,1,1,1,1,1,0,0,20220719,20220728
RTL322-6-Sa-01-OkGrvWln,1,1,1,1,1,0,0,20220729,20220826
RTL322-7-Sa-01,0,0,0,0,0,1,0,20220730,20220827
RTL322-7-Sa-01-AlfKnl,0,0,0,0,0,1,0,20220723,20220723
RTL322-8-Su-01,0,0,0,0,0,0,1,20220731,20220821
RTL322-8-Su-01-AlfKnl,0,0,0,0,0,0,1,20220724,20220724
RTL322-9-Sa-01,1,1,1,1,1,0,0,20220719,20220826
SPR22-N-Sa-1,0,0,0,0,0,1,0,20220813,20220827
SPR22-N-Sa-1-S6d,0,0,0,0,0,1,0,20220813,20220827
SPR22-N-Sa-1-S72,0,0,0,0,0,1,0,20220813,20220827
SPR22-N-Sa-1-S9f,0,0,0,0,0,1,0,20220730,20220827
SPR22-N-Sa-11,0,0,0,0,0,1,0,20220723,20220806
SPR22-N-Sa-11-S6d,0,0,0,0,0,1,0,20220730,20220806
SPR22-N-Sa-11-S72,0,0,0,0,0,1,0,20220730,20220806
SPR22-N-Sa-11-S9f,0,0,0,0,0,1,0,20220723,20220723
SPR22-N-Su-1,0,0,0,0,0,0,1,20220814,20220821
SPR22-N-Su-1-S6d,0,0,0,0,0,0,1,20220814,20220821
SPR22-N-Su-1-S72,0,0,0,0,0,0,1,20220814,20220821
SPR22-N-Su-1-S9f,0,0,0,0,0,0,1,20220731,20220821
SPR22-N-Su-11,0,0,0,0,0,0,1,20220724,20220807
SPR22-N-Su-11-S6d,0,0,0,0,0,0,1,20220731,20220807
SPR22-N-Su-11-S72,0,0,0,0,0,0,1,20220731,20220807
SPR22-N-Su-11-S9f,0,0,0,0,0,0,1,20220724,20220724
SPR22-N-Wdy-1,1,1,1,1,1,0,0,20220719,20220826
SPR22-N-Wdy-1-S6561ad1d-TrtHvl,0,0,0,1,1,0,0,20220804,20220805
SPR22-N-Wdy-1-S6d,1,1,1,1,1,0,0,20220719,20220826
SPR22-N-Wdy-1-S72,1,1,1,1,1,0,0,20220719,20220826
SPR22-N-Wdy-1-S9f,1,1,1,1,1,0,0,20220719,20220826
SPR22-N-Wdy-13,0,0,0,1,1,0,0,20220721,20220722
SPR22-S-Sa-1-Sc5,0,0,0,0,0,1,0,20220723,20220827
SPR22-S-Sa-1-Scbbf1ea5-AtrPrcExs,0,0,0,0,0,1,0,20220730,20220730
SPR22-S-Su-1-Sc5,0,0,0,0,0,0,1,20220724,20220821
SPR22-S-Su-1-Scbbf1ea5-AtrPrcExs,0,0,0,0,0,0,1,20220731,20220731
SPR22-S-Wdy-1,1,1,1,1,1,0,0,20220719,20220826
SPR22-S-Wdy-1-S86,1,1,1,1,1,0,0,20220719,20220826
SPR22-S-Wdy-1-S8f,1,1,1,1,1,0,0,20220719,20220826
SPR22-S-Wdy-1-Sb6,1,1,1,1,1,0,0,20220719,20220826
SPR22-S-Wdy-1-Sc0,1,1,1,1,1,0,0,20220719,20220826
SPR22-S-Wdy-1-Sc5,1,1,1,1,1,0,0,20220719,20220826
SPR22-S-Wdy-6,1,1,1,1,1,0,0,20220719,20220826
SPR22-S-Wdy-82,0,0,1,1,0,0,0,20220727,20220728
SPR22-S-Wdy-C1-S49,0,0,0,0,1,0,0,20220722,20220826
Spring/SummerSaturday,0,0,0,0,0,1,0,20220723,20220827
Spring/SummerSunday,0,0,0,0,0,0,1,20220724,20220821
SummerSaturday,0,0,0,0,0,1,0,20220723,20220827
SummerSunday,0,0,0,0,0,0,1,20220724,20220821
